product_A,product_B,product_C,product_D,product_E,processed_at,cancelled_at,financial_status,person_id,billing_city,billing_state
0,1,1,0,0,2020-08-13 23:47:36 UTC,,paid,lVNbSjqd5saJyRBPg7aPtpf6g0AdkNaSp7e3DV/5+t4=,São José do Hortêncio,Rio Grande do Sul
0,0,1,0,0,2020-03-09 22:42:09 UTC,2020-03-17 10:07:28 UTC,pending,ry51X0bz6LPHrB4w+P0Gjr3AB5qpJO+v416KgIBmuPk=,Lavras,Minas Gerais
0,0,1,1,0,2020-03-09 13:30:52 UTC,,paid,eXoz7/xMuyIBOADTeLJl5pa+X+tNUHt7mJhUX8aXUuM=,Nazaré,Bahia
0,0,1,0,0,2020-05-14 22:25:51 UTC,,paid,jHdIFIsYb/EW09pRT8EFKJPr9nh3sgaF1+v4H4aOXSg=,Curitiba,Paraná
1,1,0,1,0,2020-06-18 23:44:36 UTC,,paid,7RIpkPyCYEDQa7NhFZK1WHn1QWksrfAj7zbnNWjD6eY=,Rio Grande,Rio Grande do Sul
0,0,0,1,0,2020-01-28 04:26:59 UTC,,paid,qCvNLYWm6MvIYdB8Jt03obAOXSY9HwvrYfKbQGFtXKc=,Sidrolândia,Mato Grosso do Sul
0,0,1,1,0,2020-02-16 22:48:32 UTC,,paid,gq22KLxFatuQGO+pAD21K/7yKdEfpt3c2QfE4GciMK4=,Niterói,Rio de Janeiro
1,1,1,1,0,2020-07-20 12:52:16 UTC,,paid,TZG/6cWkoFMQiOg9B4B1L6Iw2LL1oVJ0pM0oXBZa4BE=,Guarujá,São Paulo
0,0,4,3,0,2020-01-26 20:30:52 UTC,2020-02-05 10:07:23 UTC,pending,xtt8iM+zJaYjQSa91aa9eAzI/6wleV+NbE0YpFufFJo=,Guaíba,Rio Grande do Sul
0,0,1,0,0,2020-01-28 14:14:18 UTC,,paid,9pb1460ydoEYxJUlNwP1alGOMpkM3VVvSMFpAnv/ZH0=,Barreiras,Bahia
0,0,1,1,0,2020-02-01 23:33:08 UTC,,paid,yuqhNGjvK++r6Y4ZBp6rOUb59eePR0A010aJm8SFS1Q=,Embu das Artes,São Paulo
0,0,0,0,1,2020-07-07 14:34:06 UTC,,paid,PDXNyrwKNjzNxqvVptP0T17uEG867Xs+FA+9lJlsyw4=,Paragominas,Pará
0,0,0,0,1,2020-07-08 17:17:06 UTC,,paid,toVH4BZl8Ndkyrvsy0WB/ybtUGzkloteCNAt4Y+vNmc=,Rio de Janeiro,Rio de Janeiro
0,0,0,0,1,2020-07-07 13:37:24 UTC,,paid,GHaNYrOd+nrdgyxLs4bGjb/CVxBmZg4pO2X0GsMusnQ=,Tupaciguara,Minas Gerais
0,0,1,0,0,2020-07-15 11:41:36 UTC,,paid,GPcLHJCCatJjuYGFtOo4p7jZN0+h8laxrz2Dh3mhkFM=,São Paulo,São Paulo
1,0,2,1,0,2020-07-09 16:38:45 UTC,2020-07-17 10:03:23 UTC,pending,u+wz8h9+1QoNF7A8TnRZ9X6JYXsI/8IP8SzYJszH07A=,Campinas,São Paulo
0,0,1,1,0,2020-01-12 22:08:45 UTC,2020-01-12 22:08:57 UTC,pending,Jg4mO8c3aK37b4Bk0teXyVZNywJSiSVbKEKCe0cqsIs=,Crateús,Ceará
0,0,1,0,0,2020-01-31 00:13:41 UTC,2020-02-10 10:23:46 UTC,pending,2G82T8I6UdRbWQvBko6EMZlDDlF2bp8IudxqixiWAbU=,Guarulhos,São Paulo
0,0,0,1,0,2020-02-06 18:19:50 UTC,,paid,5fMmfq9Zb1q+8RjDv9XdO8VT/v0SfX6Fxnz2QrdmyJQ=,Brasília,Distrito Federal
0,0,1,1,0,2020-01-31 11:42:15 UTC,,paid,vlY1Ng4lo/41Zp+abSBW9I01EEDXhkILWNr9dsDuxpM=,Recife,Pernambuco
1,1,1,1,0,2020-08-08 13:59:46 UTC,,refunded,MaOepT/4pQFjd9OMgIa/da0oo5zzrkjK0xypLyV8NiU=,Natal,Rio Grande do Norte
0,0,0,1,0,2020-03-20 02:29:38 UTC,2020-03-30 10:22:09 UTC,pending,IjJXUxXJqyO2RyJ1wsBYg6PKyZRhfVfOOfHTj4AJjzw=,São Paulo,São Paulo
0,0,1,1,0,2020-03-27 11:20:34 UTC,,paid,rcPEZr2nUd56eOQ3kxfBWnryaRXukZO+mcGBU2BwBes=,São Paulo,São Paulo
0,0,1,0,0,2020-03-25 20:24:17 UTC,,paid,KUTXeVAKdV+AdYMKdpE7fmsT5tWdErfPAPoUd9RgyHQ=,Botucatu,São Paulo
0,1,1,0,0,2020-07-23 19:02:52 UTC,,paid,wF1ASeLko/91iwF00pDeBDw/h4ofOPoOF5UcvsIeqJw=,Brasília,Distrito Federal
1,0,1,0,0,2020-08-10 01:21:06 UTC,,paid,TK8+kUx/A3vrUneEBORw0nHSZlndpsHC91a2+90cQNI=,Rio de Janeiro,Rio de Janeiro
1,0,0,0,0,2020-08-09 00:03:03 UTC,,paid,fv9JizUSqVgb3fcX5W20LyQsfwxoTv1zAt82W8S4KvY=,Francisco Morato,São Paulo
1,1,1,1,0,2020-07-02 03:51:05 UTC,,paid,HEintrRSZzvmq3rE/KuGu7AWwkoEZ7BlvBw0fVmAKqE=,São Paulo,São Paulo
1,0,1,1,0,2020-07-02 00:19:51 UTC,,paid,4XMNkmEYjRENOX1WilmO5Mc3apcOFyv21+OAG1BSvOE=,Campinas,São Paulo
0,0,0,2,0,2020-07-01 19:12:05 UTC,,paid,EH0nFBm0Kgrj+ho4pjScFmHaUPiBo+oY/MA9XxvunkU=,São Bernardo do Campo,São Paulo
0,0,0,0,1,2020-07-07 22:10:27 UTC,,paid,/9rGdksI5tZ+FoWUa2H5pjBMvCXmxZuYfMA3Je44adM=,Salvador,Bahia
0,0,0,0,1,2020-07-08 22:26:09 UTC,,paid,AqdPB5vWwrs7XUXnymZTwDMcYEWNR01yffPjlfEUrmk=,Ribeirão das Neves,Minas Gerais
0,0,0,0,2,2020-07-08 23:27:38 UTC,,paid,BUzlhjNF3Zq6A7C1W0u0nq7qhHYcO4A8aVSc16wGxk4=,Pinhais,Paraná
0,0,1,0,0,2020-01-12 18:19:25 UTC,,paid,ovKans0KPIuEdfPf/+MQzzThpxkQ27UzX7OVFdqhSsw=,Boa Vista,Roraima
0,0,1,1,0,2020-04-01 19:41:35 UTC,2020-04-09 10:02:21 UTC,pending,TRsfn3Vm9/VDuq9CbwnyzFGA1hDfMNyiMXMMKZHCvhc=,Belo Horizonte,Minas Gerais
0,0,0,1,0,2020-04-04 17:02:32 UTC,,paid,hN79VjP0xEiGnhGtmpL8graPKHg5dYpaIVYNVGQreC0=,Pirangi,São Paulo
0,1,1,1,0,2020-05-04 03:44:42 UTC,,paid,LF6U34EzVbnsrn6Fp4sSD3TJkm85pfWb8F5YOa2N5X4=,Rio Branco,Acre
0,0,2,0,0,2020-05-12 18:45:06 UTC,,paid,56rC4W4G7V6JopVKe1exN9R6YZ0jr8sgcPL5S+ppa/k=,Rio de Janeiro,Rio de Janeiro
0,1,1,0,0,2020-05-06 23:06:21 UTC,,paid,O3/dnL6yVrrLMvMtD3tzWjIWh6bRzyuoijPY0Ep04ck=,Goiânia,Goiás
0,1,0,0,0,2020-04-28 19:23:26 UTC,,paid,9ZcxsVdl8nK5hF8puXVUklUJpOyqnNI3GjhrfVZKycw=,Visconde do Rio Branco,Minas Gerais
0,1,0,1,0,2020-04-28 20:38:41 UTC,,paid,dY7eVi28YbArdkiRmZRBwkR3RcTUCaggkCj2qgxHaMY=,Londrina,Paraná
0,0,1,0,0,2020-05-02 01:43:09 UTC,,paid,u9oXVZZCCZoVpMK5MU1LJRCopXNNo1fwYXhG/rI/xII=,Uberaba,Minas Gerais
0,1,1,1,0,2020-04-28 12:36:11 UTC,,paid,sEGL+t1HCtU+30V+gJg4jShGwZxbNjC5R1XQvkaGiEo=,Ouro Preto,Minas Gerais
0,1,1,1,0,2020-04-28 13:05:11 UTC,,paid,234rxfPyrUmALW1IfNMGyGEIalqFwJ2zuPg/vIX/u2c=,Almirante Tamandaré,Paraná
0,0,1,1,0,2020-04-30 22:12:06 UTC,,paid,iUyMujrLpp0aUzJ8Y3bqC81q9JaWErlGulnDsjn1d28=,Rio de Janeiro,Rio de Janeiro
0,0,1,1,0,2020-05-04 19:50:36 UTC,,paid,ZGwLMxgUemGbkQlMKeuOrI0rzZwc/nhkgfZQTZs+p1s=,São Paulo,São Paulo
0,1,0,1,0,2020-04-30 03:42:34 UTC,,paid,ewXg5cRT3AzSgJu/+780vytdTbbwlmP+eW+rkoby/WU=,São Paulo,São Paulo
0,0,2,0,0,2020-05-02 02:13:08 UTC,,paid,3S2S1HfY6IfYPSLS5dUmoR25zZc7PIpOGD1KLJ7Sxj4=,São Paulo,São Paulo
0,1,1,0,0,2020-05-03 18:51:56 UTC,,paid,OxHByWo9sXelf0AtNQv+82miDGLDScB7zYiFT4DtgAo=,Brasília,Distrito Federal
0,1,0,0,0,2020-05-02 02:38:55 UTC,,paid,vIRcjruR8DVR0RdnKOl4STVeiw8TmJr01mbE/4VBkII=,Vila Velha,Espírito Santo
0,2,0,0,0,2020-05-02 06:48:15 UTC,,paid,PnMEwS9EQAdCpv5lDcNeTfxVWhZaJtK4oH3EbcK3zmI=,Rio de Janeiro,Rio de Janeiro
0,0,0,0,1,2020-07-07 23:02:42 UTC,,paid,TsVfv0BWIbHXqaJJNKkLSrCuo7BAKXUFlULTlJDdFuU=,São Paulo,São Paulo
0,0,0,0,1,2020-07-07 13:49:57 UTC,,paid,6w7OR7yXTGGUxMyXUdcelB1Vv6AEgMwECuj+kpwn7fo=,São Paulo,São Paulo
0,0,0,0,1,2020-07-08 10:40:50 UTC,,paid,QCeeJF7Xwe1VXF9QpwbQ43r04iNWwdBqPzDqlztCRTA=,São Paulo,São Paulo
1,0,0,0,0,2020-06-23 14:54:56 UTC,,paid,bR6ttsaxwZcMhfEjpqZ6Vp8tN+dIVLJ2vDKljPfNA8E=,Fundão,Espírito Santo
0,0,0,0,2,2020-07-07 13:05:04 UTC,,paid,lUl+J/H74RuUQpl+Kr6UolYUriuz4Lq7o8CQiC4gilo=,Ribeirão Pires,São Paulo
0,0,1,0,0,2020-08-07 14:19:27 UTC,,paid,AuEgW6rkEVsK6NrX1MfrmXdkAx3I2ZFvJxVvXPAyTSU=,Rio de Janeiro,Rio de Janeiro
1,0,0,1,0,2020-06-11 18:35:36 UTC,,paid,g2nZ6DxO5aLrz4M5nMkonktySDXmBi0keHkFnk8P4JI=,Brasília,Distrito Federal
1,0,0,0,0,2020-06-16 03:01:31 UTC,,paid,DWL45JsvSbmMrbIZZIrHC0m3MH076UNdOm8iM8ACpSM=,Florianópolis,Santa Catarina
2,0,0,0,0,2020-06-10 15:18:27 UTC,,paid,EPYPk6P96vfqvd6n6pSeiPAGoH/PaHWxck8TBnOkhVI=,Natividade,Rio de Janeiro
1,0,1,0,0,2020-06-09 22:15:48 UTC,,paid,zuuRgxbydJJCgeVewrJyAIznZ4kr2HJDyASUENVB4SQ=,Guaporé,Rio Grande do Sul
1,1,1,1,0,2020-07-22 17:30:09 UTC,,paid,01Xl10pY9xXgPP9fRaCvRplY7WxbXxO6hRn71eMiHAA=,Aparecida de Goiânia,Goiás
0,0,1,0,0,2020-07-03 23:22:03 UTC,2020-07-13 10:43:10 UTC,pending,RkGtDk0PFJ1ppGzphsv+d8fEze3qcbYQ25Eu1CNWTdY=,Salvador,Bahia
0,0,1,1,0,2020-02-03 12:17:31 UTC,2020-02-11 10:04:17 UTC,pending,+3UzuuphTFJKs+WAfxKRydwrsIEWCNDhUX5TWFKyDro=,Belo Horizonte,Minas Gerais
0,0,1,1,0,2020-01-31 18:01:00 UTC,,paid,MBZ0izwY8b+cWdfxwO4yNMJXhF6bs+CwyYmULPDIu0o=,Belo Horizonte,Minas Gerais
0,0,1,0,0,2020-02-04 15:11:02 UTC,,paid,oCF44Jx2VAYvaf0v6VmNczGDel+74vfFx0lEvY9GTcY=,Campinas,São Paulo
0,0,1,1,0,2020-03-29 11:12:58 UTC,,paid,M8mLRle65cGnePOD35F+eFTPr1YM8tkLKI7IkDdsrG0=,São Paulo,São Paulo
0,0,1,1,0,2020-03-30 12:21:21 UTC,,paid,qKK3kgqhY6bDNIGMr20RRGCddpl/QQVh9XF4x1rglc8=,Itu,São Paulo
0,0,1,0,0,2020-03-27 17:16:47 UTC,,paid,tPsHYNJBxX9vwgh8fXc6ePz6mFVdcAyap6eokuWMDRw=,Santana de Parnaíba,São Paulo
0,0,0,1,0,2020-01-20 17:22:34 UTC,,paid,qzl2F0HVqhbbZtCu0IT1Vs2i2uYyr5KbsZULuIY2fNw=,Conselheiro Lafaiete,Minas Gerais
0,0,1,0,0,2020-01-24 10:46:29 UTC,,paid,PzRj59TFd7+q1i6g+px8UCWHcCpvt/RVQJVARXrjCBE=,Marília,São Paulo
0,0,1,0,0,2020-07-02 15:17:48 UTC,,paid,vk8A4rcKFWMBjC/haqMwITLuHVpb1UtzelpHPuHjkzw=,Tatuí,São Paulo
0,0,0,1,0,2020-04-10 21:20:14 UTC,,paid,14qOv6BhIXGlZN9xS74kI3Tj9P+3O7emJgyLg92WnxY=,São Paulo,São Paulo
1,0,0,1,0,2020-08-12 18:14:33 UTC,,paid,TL5oLtCb1U9baPKTg9e/2t/QYQgMSyPj68fbP5kVyes=,São Paulo,São Paulo
1,1,0,1,0,2020-08-06 17:12:22 UTC,2020-08-14 10:03:28 UTC,pending,bNyUxf9CopSxFc4MA7HywWuIgF6aDEBYBjdi6s06nwo=,Caxias do Sul,Rio Grande do Sul
1,1,1,1,0,2020-08-13 16:34:41 UTC,,paid,BSrFyprtkcIcZCOlrbmMrAxVmByJ7IloBO/2pR9dTqU=,São Paulo,São Paulo
1,0,1,0,0,2020-08-11 22:14:00 UTC,,paid,AjxY3/bnLXZwPqLXF5eG8xPgsKrSs+/hUEMZ3deg8IA=,São José do Rio Preto,São Paulo
0,1,1,0,0,2020-08-12 16:54:03 UTC,,paid,K8BwIIYurbZ9G/mrZnLOawGJw40CU7RtRAqfIWvhhCM=,São Carlos,São Paulo
0,0,1,0,0,2020-06-05 16:01:28 UTC,,paid,NsP9fvRYOsN3A1hdAY18fJ6tuPxovvspDmk/2JIp5wQ=,Santarém,Pará
0,0,1,1,0,2020-01-13 02:30:52 UTC,,paid,ePxVn+T8LgR2WOhN7k32qeGk6hyL1TjA2T04HIUcJNU=,Cristalina,Goiás
0,0,1,1,0,2020-02-26 00:31:11 UTC,,paid,RhppMi2u1JgZj2/+TGLm/7B3vj++C4D7W3s2fTJFuPQ=,Americana,São Paulo
0,0,1,0,0,2020-03-01 15:22:46 UTC,,paid,Hp+jJFb/jeFv7Sv7muJHR4Ugw+ipKPgUupdEQiM+Xt8=,São Paulo,São Paulo
0,0,1,1,0,2020-01-05 17:34:39 UTC,,paid,AYkVzi8eop8zToSC3nV8k/l0ZO1qE9jkPSFYK+umN7g=,Brasília,Distrito Federal
0,0,1,0,0,2020-01-04 17:08:42 UTC,,paid,Rv014isXObjPTID7Ed2BFdMnnjtdR/MI+1/2y1Q2ct8=,São Luís,Maranhão
0,1,0,0,0,2020-07-30 20:49:39 UTC,2020-08-07 10:03:27 UTC,pending,JgEeY0mzSm9wYQ/QKYUil7NppopnT0uBYTOhfv4sB6I=,São Paulo,São Paulo
0,1,0,0,0,2020-08-05 07:52:49 UTC,,paid,+z2DDYN9Tdt8uvAvf7mprkGVlIW8Mu9PRMigBlwTnzE=,Santo André,São Paulo
0,0,1,1,0,2020-01-22 10:49:08 UTC,,paid,PPLG1mZidwyWhnFEy9qYh98mUxYS/zPLl+8Mr10FUOE=,São Paulo,São Paulo
0,0,1,0,0,2020-01-20 23:36:07 UTC,,paid,1xAv2npoyDdJvtR8/1UzzPedA/B8y/HvZWERf2Kkfxc=,Maringá,Paraná
1,0,0,1,0,2020-06-09 13:29:06 UTC,,paid,WNONOqFrWeVsQgTqZnIsajy9ig6bSAqq9B11Vk5n0ow=,Brotas,São Paulo
0,0,1,0,0,2020-03-30 19:14:18 UTC,,paid,5T1zhoaksGNqqYMZDFEMAzAgWruYoyL4VfDzhnu1onE=,Campos dos Goytacazes,Rio de Janeiro
0,0,2,0,0,2020-06-27 13:21:18 UTC,,paid,6ZQNbz02Q4jPtBiMsXoPZ9/yuUhCrlRs3oJ1LPa9mUg=,Rio de Janeiro,Rio de Janeiro
0,1,1,0,0,2020-06-30 13:06:29 UTC,,paid,0FpZZhCHGNzPSsgiUX1CSRKflGUHBHE6i0TC6/K/98Q=,Curitiba,Paraná
0,1,1,0,0,2020-06-29 20:09:00 UTC,,paid,Han/RRogNbgxIRskidNf39GAoerhM+cmQjU3bu9ThK4=,Rio de Janeiro,Rio de Janeiro
0,0,0,1,0,2020-05-27 23:58:47 UTC,,paid,sC4R1H/ihEE2e8QauszCbPIjyK20lPL2O67liWkf4ns=,Marechal Cândido Rondon,Paraná
0,1,1,0,0,2020-05-29 22:39:58 UTC,,paid,KCPZjMVbCyH28T/245JU6t7qCmlvBdhYbgyznYYmos4=,São Carlos,São Paulo
1,0,0,0,0,2020-08-08 17:15:53 UTC,,paid,EUygGQWNGsIkt1101CulEM84KSEdgEeK6H2nNzt8vwM=,Cosmópolis,São Paulo
1,0,1,0,0,2020-08-10 13:47:10 UTC,2020-08-18 10:03:42 UTC,pending,FrmBOmnf9LGqQAxCDk1oVIO/YPUpD4xY7ST8pQ6D2kk=,Londrina,Paraná
1,0,1,0,0,2020-08-10 02:42:42 UTC,2020-08-18 10:03:07 UTC,pending,D9dOJ538CRRhdme205FJkKQzuuB4SGoQL4qz9AbmuGs=,Alagoinhas,Bahia
0,1,1,0,0,2020-08-10 17:00:36 UTC,,paid,O2wB692AW1IJUCBcNLtBJwqORbLJMIRSkQImtgo1RuI=,Ilhéus,Bahia
1,1,1,1,0,2020-08-10 11:27:29 UTC,,paid,iaGknl8CEjVSUFZDjIJ2YXDGR6afWfcEMiu3/81yQMc=,Recife,Pernambuco
0,1,1,1,0,2020-05-28 19:48:20 UTC,,paid,WxBwwi4MNWAA02hzS98llgG4jcZjt0sZAdSmPwu17zw=,Curitiba,Paraná
0,1,0,1,0,2020-05-28 19:22:41 UTC,,paid,V1yknHNIOWqIBVa/taKT6vAbsWxpiBjJy1MSZs91wm0=,São Paulo,São Paulo
0,0,1,0,0,2020-05-28 11:05:42 UTC,,paid,2LvXsU7oW3w2CEIJIQrJ1tMrPEgTVY3flU0SBczUC/s=,Santo André,São Paulo
0,0,1,1,0,2020-08-09 21:29:18 UTC,2020-08-17 10:27:10 UTC,pending,LsrReOSBLAgCXxrzkjFUfChk0i7cWPG0T8D1d/323+I=,Recife,Pernambuco
1,0,1,0,0,2020-08-13 03:44:46 UTC,,paid,tUAokyJ9D2V8EJDzBxKyf3u+I/qApBo0E7pfun7Y6JA=,Porto Alegre,Rio Grande do Sul
1,0,0,0,0,2020-08-11 12:56:00 UTC,,paid,DMRwWhv9rap4XJF7OuPOGkdsMQ3upyQwV7phYhi/ae8=,Gaspar,Santa Catarina
0,0,1,0,0,2020-08-08 23:30:04 UTC,,paid,VOj4/npuduw5SnlOOf2QqqimG99ffmkRYwYmBGQPo6A=,Sabará,Minas Gerais
0,1,1,0,0,2020-08-13 02:22:17 UTC,,paid,EidxjGhHLI2TG7KYHHFP1/UxkjksMxeirAc4rpSKSiA=,Florianópolis,Santa Catarina
1,0,1,1,0,2020-08-10 16:02:20 UTC,,paid,+EPKe84JTqxzDGFDX/FeqDBzcnDYzMcQGUDBenzoXbk=,Barra Bonita,São Paulo
0,1,0,1,0,2020-04-28 15:22:04 UTC,,paid,6PYM++YVdZW3vNzGoGTRH8R09HTCVI1AH9CvSz+75Mc=,Paulínia,São Paulo
0,0,1,0,0,2020-04-29 15:13:09 UTC,,paid,jeLeXHGOc/DEbzCk8tj4KuYI2m9pJKGpUvJb2R8Z/Bk=,Colombo,Paraná
0,0,2,0,0,2020-03-30 17:08:46 UTC,,paid,RnR/rI67e2H/T/lGeCTG1PwtxIdc8q2ZwxXda1b7liw=,Joaçaba,Santa Catarina
0,0,2,0,0,2020-04-05 23:07:43 UTC,,paid,Gv0TlR9fZ1CqJeyxGRaMqh+IW5DcOP+Us4PUE0oLByA=,São Paulo,São Paulo
0,0,1,0,0,2020-05-26 17:30:34 UTC,,paid,Zyps622IP1Kxups1cWfJZxvZUKFSNSfbLr1WY21bTmo=,Passagem Franca,Maranhão
0,0,1,1,0,2020-03-09 23:18:14 UTC,,paid,96VsaF0XUpjlizoqEG5Ov+wZlu4PMI1WzkUY3WPXALs=,São Paulo,São Paulo
0,0,1,0,0,2020-03-07 13:01:38 UTC,,paid,/t9fWRKXY1wRo2t4DkOWa8mpOXMQen2xerQsmH+OFFY=,São João da Boa Vista,São Paulo
0,0,1,0,0,2020-03-09 18:53:11 UTC,,paid,hZc/2/KLjBpH+VfQfyV3PtjPiXexOetQMhj/NMb2LWg=,Sorocaba,São Paulo
0,0,0,1,0,2020-03-29 15:54:38 UTC,2020-04-06 10:41:45 UTC,pending,fgwSyL7nddaFtkobmiTfuh4ptIs4mUGI3sb+jDqwppY=,Itajubá,Minas Gerais
0,0,1,0,0,2020-03-07 02:42:57 UTC,2020-03-16 10:41:40 UTC,pending,wdJbGSayA8T+kp1A0D3nE1lVt1V5BpEam4SKawSc5F0=,Jundiaí,São Paulo
0,0,2,0,0,2020-03-13 01:10:22 UTC,,paid,D2ixWhQphlIsINxskeXfX/4d3BkfhSRnffu29yUlcBg=,Rio de Janeiro,Rio de Janeiro
0,0,0,1,0,2020-03-08 03:59:23 UTC,2020-03-16 10:44:58 UTC,pending,KRnBV14i+zy1xD9wzFkf8eXfoqE2jplNLLXklEHKqoo=,Curitiba,Paraná
0,0,1,1,0,2020-03-12 19:18:11 UTC,,paid,fwlmuWu2a2k6WIBbNGQ4hRuZRPTvPUy7N5/gkioLxdc=,Ribeirão Preto,São Paulo
0,0,2,0,0,2020-07-15 18:38:04 UTC,,paid,1zNu569WRmiiGx7SMMosVVYTlG8zv2gWvAECRZtoocE=,Brasília,Distrito Federal
1,1,1,1,0,2020-07-11 03:46:12 UTC,,paid,7XIzsWH0PXcwkS4kF0NT+rW8meDDIdL9cZEhYTjLMPM=,Olinda,Pernambuco
0,0,3,0,0,2020-02-06 23:20:12 UTC,2020-02-14 10:04:09 UTC,pending,V4VVEwQ5IaRzUB2fuuB4ses53qowEvb8kcHl6a0NMKA=,Salvador,Bahia
0,0,1,1,0,2020-02-11 20:55:06 UTC,,paid,j8D2QuTU19FyTh91YYP8UjeykeIXEZKVg6wTnBGysPo=,Rio de Janeiro,Rio de Janeiro
0,0,1,1,0,2020-02-11 07:57:43 UTC,,paid,HOx3wFGZXQ24tXyS5952b7gvhmLZPgfVUnpzrU66j6k=,Ananindeua,Pará
0,0,1,1,0,2020-02-16 13:59:00 UTC,,paid,Mm7o+EFermad+Z2NxC5XM3Y9ou+j+B54N7UMxyVjY2Q=,Fortaleza,Ceará
0,0,1,1,0,2020-03-06 11:16:08 UTC,,paid,VOWE6q5bfr05BynQgKJZgpClSBsiUgtYJXtrDtzUN6A=,Ribeirão Preto,São Paulo
0,0,1,1,0,2020-03-08 17:45:21 UTC,,paid,712jrkW6uj/zUUAsj8x75RVNzVbyfr2Hiq8LBhv/pxY=,Belo Horizonte,Minas Gerais
0,1,0,0,0,2020-04-30 18:02:52 UTC,,paid,N4jJSRZUia+z/I+RVDFwjDDGZa1/70XR3C0NmBEyI20=,Carazinho,Rio Grande do Sul
0,1,0,0,0,2020-05-04 12:30:21 UTC,,refunded,AuV0qAWqPNLwNhQB6GYSORcdzsCXsZbc8G98J3TeQDg=,São Paulo,São Paulo
0,0,1,0,0,2020-02-08 08:19:08 UTC,2020-02-17 10:39:03 UTC,pending,FMi+EHwH1u0Yk+1GfESP204uLxTtWVqzV8ejpa/aAfU=,Porto Alegre,Rio Grande do Sul
0,0,1,1,0,2020-01-29 21:58:59 UTC,,paid,LDN/hjk/f4MQkDius6HmLwu6LI6frw88gueRN/iS+fA=,Manaus,Amazonas
0,0,1,1,0,2020-02-08 01:42:42 UTC,,paid,4LVB79O/gde63bCVoqsUc1R9ve/5wwrnPEXvNxathZI=,Botucatu,São Paulo
0,0,1,1,0,2020-02-11 16:21:03 UTC,,paid,dUnEC5h+tVAVUMJnMh1155ZcmsTXyEx7x5xGL3toVI4=,Belo Horizonte,Minas Gerais
0,0,1,1,0,2020-03-11 01:52:37 UTC,2020-03-19 10:02:08 UTC,pending,3Xvd/jwyJVWIL32vB6RiOdtFoY7UZEoBD+YmzCgpi8w=,Curitiba,Paraná
0,0,1,0,0,2020-01-03 20:59:07 UTC,,paid,rv+FTtMEvWaUw3uuzhTRfCPiFp0w8E/VktLIviHC5KM=,Maquiné,Rio Grande do Sul
0,0,2,0,0,2020-07-18 06:27:40 UTC,,paid,FJK1trWHhIs5MBOk2YnV4X89uLFxHq6tnuaiZlCF+T0=,São Paulo,São Paulo
1,1,1,1,0,2020-07-18 12:42:53 UTC,,paid,8Qo1hYHmiL08f3+no4Un3SC1n1sml4P6P5WSVqm6wZc=,Goiânia,Goiás
0,0,1,0,0,2020-07-21 01:44:27 UTC,,paid,6ierlXVv+0A5bs/g4eNPrH/SGRHTbW4+bsdUHCKDmyc=,São Paulo,São Paulo
0,0,1,1,0,2020-01-30 15:01:00 UTC,2020-02-07 10:04:03 UTC,pending,MqT638//SjSeTyBs1z2Rvvo28JyaYhOo0WAkPVOTscA=,Cascavel,Paraná
0,0,1,0,0,2020-01-30 05:15:16 UTC,2020-02-07 10:03:44 UTC,pending,S3vpeZG/sr+n3QL1ivuzN412kIrpFG+GqB5fNzDvCEw=,Valença,Rio de Janeiro
0,0,1,0,0,2020-01-31 12:29:57 UTC,,paid,eEnO7qRc9uQeM/IjxQk2SEbj6Sd71N4ucyBMUeJpkg4=,Goiânia,Goiás
1,1,1,1,0,2020-07-13 18:22:02 UTC,,paid,L7esj2t4f7/wqgTaDnCALZZPD6mZ6QLirwlFkWEi8kg=,Rio Claro,São Paulo
0,0,0,0,1,2020-07-07 14:40:35 UTC,2020-07-15 10:15:54 UTC,pending,sAuq2Mkulw3tI4UrQ8TB7VZRAC0HWb0LkIB+Em5an8Q=,Guarulhos,São Paulo
0,0,2,0,0,2020-04-20 13:20:29 UTC,,paid,2SHqmDjPu3nGUt5erRp84TyhN/YkxX6WM6C/Z+RR3sQ=,Belo Horizonte,Minas Gerais
0,0,1,0,0,2020-03-11 23:02:47 UTC,,paid,zEH0XNTHdFjpmxCKKdzDifI22/sRNX84aHh5h7g8iho=,Mandaguari,Paraná
1,0,0,1,0,2020-08-04 15:44:17 UTC,,paid,edBjEtWCo6T9hBG8C5/6IA4X6BIdUwsiJFYsfR6C8BU=,Panorama,São Paulo
1,0,0,0,0,2020-08-02 19:47:49 UTC,2020-08-10 10:27:02 UTC,pending,zyd0RHRTcN9xA/Y24n47NSBeQbFifx+fX1yqqQG8pnM=,Joinville,Santa Catarina
0,2,0,0,0,2020-04-28 18:54:46 UTC,,paid,rlEgqoNWgsDtH8dPfdTrWn8aD5ebAZmgk91HMPdOpJ4=,Novo Hamburgo,Rio Grande do Sul
0,0,1,0,0,2020-08-10 16:20:13 UTC,,paid,9uzCJIwZyCek+h3Iq/Vt6K5zI61d5XLSSvp+n4hNEyU=,Belém,Pará
0,0,1,1,0,2020-02-10 12:49:23 UTC,,paid,BCnJo/+sXPxSeI5Ov7UEjY2jNo1C4D2EsOvrJhvSoUQ=,São Paulo,São Paulo
0,0,1,0,0,2020-02-11 13:19:54 UTC,,paid,KEwTPQXtDcTPozoxRjRbCRwpbEsRKeURJFMySUDI1Ho=,São Paulo,São Paulo
